,Unnamed: 0,id,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
572,572,3QEWSE2yXJN85Q66gxY64O,https://p.scdn.co/mp3-preview/6c2d0ec5e3120b5d33ecbb06aeb64a2369deec0f?cid=5753b92e6a084808bea42ea533c53400,0.49200000000000005,0.314,7.0,-14.960999999999999,1.0,0.281,0.9470000000000001,0.647,0.20800000000000002,0.196,83.852,jazz
573,573,5fwLp5qIOxEtM7BzP5Mj12,https://p.scdn.co/mp3-preview/ea4c89d2211463b67d22a260b439eb10e6c281ed?cid=5753b92e6a084808bea42ea533c53400,0.747,0.0986,5.0,-17.918,0.0,0.11,0.321,0.735,0.10400000000000001,0.711,144.95,jazz
574,574,2VZ2N0hfF1XQIPEhot4BXq,https://p.scdn.co/mp3-preview/9340501c02b4b000bd74eeac249efbb7d7902fd8?cid=5753b92e6a084808bea42ea533c53400,0.753,0.44299999999999995,8.0,-9.697000000000001,1.0,0.44799999999999995,0.948,0.67,0.313,0.73,83.04700000000001,jazz
575,575,4ZTVECvBdO9XU4tNhQcgQ0,https://p.scdn.co/mp3-preview/32d57d2d8006019bad7b03b067670f05b5a41c9d?cid=5753b92e6a084808bea42ea533c53400,0.7929999999999999,0.653,8.0,-8.52,1.0,0.191,0.396,0.851,0.0881,0.47600000000000003,160.05,jazz
576,576,5C4sp6JprCFTO9ZQcg4qXs,https://p.scdn.co/mp3-preview/5ba19b1078d2f76f3de7052ff2f6179ef3890a87?cid=5753b92e6a084808bea42ea533c53400,0.679,0.42700000000000005,2.0,-11.273,0.0,0.0753,0.621,0.564,0.102,0.301,168.10299999999998,jazz
577,577,3o9rQJLHEq9mNQIOD4VF3C,https://p.scdn.co/mp3-preview/588dd7183476f671f0b577eb11b9048a580f810d?cid=5753b92e6a084808bea42ea533c53400,0.743,0.452,2.0,-5.638,1.0,0.131,0.48700000000000004,0.872,0.111,0.395,80.04899999999999,jazz
578,578,1SHW5GLmrJ3PbR5Cbip24V,https://p.scdn.co/mp3-preview/cfebe94de99722671aff258b595f99eb2f1ec0a3?cid=5753b92e6a084808bea42ea533c53400,0.7979999999999999,0.11900000000000001,0.0,-13.838,0.0,0.0551,0.631,0.743,0.125,0.46,88.01899999999999,jazz
579,579,1IXqezR0T1B6MLwaZ0E2B2,https://p.scdn.co/mp3-preview/a4bd5665a6c10fd765714b8134b7d93fea3a3d46?cid=5753b92e6a084808bea42ea533c53400,0.6709999999999999,0.665,1.0,-9.897,0.0,0.0399,0.858,0.721,0.111,0.369,88.03,jazz
580,580,0EwdKTVjYjXFs5bYhnSun4,https://p.scdn.co/mp3-preview/8e2c33e7e3ba6ca604416893185d781d2d4615c5?cid=5753b92e6a084808bea42ea533c53400,0.767,0.327,2.0,-10.214,0.0,0.18,0.555,0.888,0.0826,0.353,85.98299999999999,jazz
581,581,4tatrhpNfgRAcUdsAEZLXS,https://p.scdn.co/mp3-preview/df434c1c41268e38a9768d712ae818211782f7bf?cid=5753b92e6a084808bea42ea533c53400,0.792,0.479,6.0,-7.282,0.0,0.251,0.6990000000000001,0.9209999999999999,0.11199999999999999,0.396,72.492,jazz
583,583,6ZvO1TsLKchwb8kO6uPh8E,https://p.scdn.co/mp3-preview/5c3463e3cd4b60e87ca7ca7e827484f59a7e0b66?cid=5753b92e6a084808bea42ea533c53400,0.583,0.44299999999999995,1.0,-11.998,1.0,0.0547,0.643,0.354,0.212,0.489,90.306,jazz
584,584,1neGlhXwDU60QlAdAXi5I1,https://p.scdn.co/mp3-preview/fca14e0b041fffb29b0481c97c6e8df98b0ce141?cid=5753b92e6a084808bea42ea533c53400,0.665,0.244,2.0,-13.318,1.0,0.20199999999999999,0.83,0.727,0.256,0.47,78.002,jazz
585,585,1sYJkAqKSV74NsaY0VBU5C,https://p.scdn.co/mp3-preview/d3c9cee2ae81f2ffd8ccf92f579f16467665d102?cid=5753b92e6a084808bea42ea533c53400,0.561,0.209,0.0,-14.220999999999998,0.0,0.0349,0.9159999999999999,0.94,0.105,0.514,73.048,jazz
586,586,34Xzv8Mm11LYddFgw6rfdl,https://p.scdn.co/mp3-preview/c64ad98ed03f64c0743f061191297383f19dd07c?cid=5753b92e6a084808bea42ea533c53400,0.715,0.257,9.0,-10.257,0.0,0.0822,0.584,0.809,0.6409999999999999,0.597,81.988,jazz
587,587,1OfykQiqp1B9MmP7ZnRfMk,https://p.scdn.co/mp3-preview/fe2c7543517ff23484da644215c265c2c07d9247?cid=5753b92e6a084808bea42ea533c53400,0.757,0.41100000000000003,8.0,-6.9239999999999995,1.0,0.0509,0.155,0.797,0.113,0.452,81.985,jazz
588,588,5iytiqig2ug4TLbYFxFuSH,https://p.scdn.co/mp3-preview/5d2d723ca0e720dfeb3817f714709ea8a463049b?cid=5753b92e6a084808bea42ea533c53400,0.748,0.231,5.0,-12.769,0.0,0.14400000000000002,0.187,0.519,0.0867,0.716,103.336,jazz
589,589,0kFCePqQWKvo5BgeIzkfyK,https://p.scdn.co/mp3-preview/0c727ec39ce4c509054e7d8d2e663f5e81fd3b13?cid=5753b92e6a084808bea42ea533c53400,0.63,0.21600000000000003,6.0,-12.390999999999998,0.0,0.0595,0.861,0.9159999999999999,0.14,0.512,143.569,jazz
590,590,2Nkh3JyGgZNr60tYTzVmy4,https://p.scdn.co/mp3-preview/1440a6113550eaf56db95a1d37a47703711404a3?cid=5753b92e6a084808bea42ea533c53400,0.625,0.32799999999999996,8.0,-11.295,1.0,0.0537,0.19,0.581,0.147,0.37200000000000005,85.973,jazz
591,591,3ywmnnPNamDLEbZeJAcxKB,https://p.scdn.co/mp3-preview/3530d6cdd15eb4d4a61ab27e52f3ee87ad8303ff?cid=5753b92e6a084808bea42ea533c53400,0.946,0.37,7.0,-7.614,1.0,0.266,0.13,0.201,0.105,0.6759999999999999,98.15,jazz
592,592,2hhtX7Ppjm8i4ZyBLPd4Dr,https://p.scdn.co/mp3-preview/cfa743d7d840768966b81e774124c187a86826fa?cid=5753b92e6a084808bea42ea533c53400,0.556,0.769,7.0,-6.621,1.0,0.0455,0.154,0.943,0.237,0.561,80.016,jazz
593,593,6TVpy9jpoctkAbNTvuDNNb,https://p.scdn.co/mp3-preview/ab30bda251b142f5d407c1f5d6b70ea8b1302350?cid=5753b92e6a084808bea42ea533c53400,0.424,0.5329999999999999,0.0,-11.977,1.0,0.157,0.522,0.86,0.163,0.6990000000000001,84.70100000000001,jazz
594,594,0cjpq9yPxeRYP7OOcaKoFj,https://p.scdn.co/mp3-preview/487447512eb91bd1e184095cf7c7c06b7dcaae14?cid=5753b92e6a084808bea42ea533c53400,0.608,0.43700000000000006,7.0,-8.229,1.0,0.0238,0.545,0.8590000000000001,0.12300000000000001,0.308,85.031,jazz
595,595,7FUuLg3tAeHEkupdmFrCFX,https://p.scdn.co/mp3-preview/a516d7587fe23dd16c611ee0d9ee78349375229e?cid=5753b92e6a084808bea42ea533c53400,0.517,0.523,11.0,-7.502999999999999,1.0,0.264,0.0678,0.5489999999999999,0.494,0.746,92.369,jazz
596,596,7GjrdIj85IXcPVEsDssA2b,https://p.scdn.co/mp3-preview/982102f25045f7aca778f4dfd2ac1256601a187f?cid=5753b92e6a084808bea42ea533c53400,0.7709999999999999,0.494,3.0,-10.527999999999999,0.0,0.231,0.47600000000000003,0.934,0.106,0.867,159.983,jazz
597,597,1QeNanRwlzQT8gQ2RDsSqP,https://p.scdn.co/mp3-preview/ee0b27b8d5fbbb72e0c5a63091720d207f243739?cid=5753b92e6a084808bea42ea533c53400,0.619,0.41100000000000003,0.0,-8.759,1.0,0.0595,0.0256,0.733,0.122,0.314,173.91,jazz
598,598,5sT1eylxrupi2gOCtGjvU9,https://p.scdn.co/mp3-preview/c174debbd9fc4bac856e40fa23b6cbb052148127?cid=5753b92e6a084808bea42ea533c53400,0.784,0.435,8.0,-6.351,0.0,0.0386,0.14800000000000002,0.494,0.32799999999999996,0.434,80.973,jazz
599,599,3xBL2d6zZTk8gPBNbpXZAa,https://p.scdn.co/mp3-preview/90c992d8ff88413e87ca255c91c2361bed0969e1?cid=5753b92e6a084808bea42ea533c53400,0.401,0.99,3.0,-6.831,1.0,0.125,0.00028199999999999997,0.792,0.0881,0.0299,145.995,metal
601,601,21kpN8oVe7EmuBxB8BBGYd,https://p.scdn.co/mp3-preview/ec4d7185587954a0227ed3a858a93256ff245404?cid=5753b92e6a084808bea42ea533c53400,0.402,0.76,8.0,-8.138,0.0,0.0386,1.05e-05,0.85,0.0791,0.19899999999999998,74.999,metal
602,602,4PK1zgrqSi41iAbjZhQpBC,https://p.scdn.co/mp3-preview/5b1e233cd5a98eb6b34434589d1b1a10a09c5ef7?cid=5753b92e6a084808bea42ea533c53400,0.168,0.731,1.0,-12.012,1.0,0.0811,3.57e-06,0.937,0.418,0.0917,114.993,metal
603,603,2YpZldkfFgYIJf1qdbmc8G,https://p.scdn.co/mp3-preview/d02d4217d6d32bababbb90bc32fd8559f96ad9bc?cid=5753b92e6a084808bea42ea533c53400,0.14400000000000002,0.94,1.0,-4.217,1.0,0.0947,4.92e-05,0.0037700000000000003,0.22899999999999998,0.0891,176.44299999999998,metal
604,604,1k6CuJq1Y4R73INdNWoGd6,https://p.scdn.co/mp3-preview/e7ced747dc7c365a7fd16ffbaae6010d78d40889?cid=5753b92e6a084808bea42ea533c53400,0.39,0.978,0.0,-7.401,0.0,0.16399999999999998,2.2899999999999998e-05,0.0069700000000000005,0.321,0.0723,110.26299999999999,metal
605,605,790ervAtmJz66kcnlBbdLQ,https://p.scdn.co/mp3-preview/e70b737a838fea2ee34a2889cf0b3d63dd6dd2a2?cid=5753b92e6a084808bea42ea533c53400,0.405,0.9,9.0,-5.205,0.0,0.0546,0.000325,0.233,0.33,0.146,140.056,metal
606,606,59YmKJMicBGgMuP7DAPv7x,https://p.scdn.co/mp3-preview/2dcc807af879a995278b55c2119aa49f771a54d4?cid=5753b92e6a084808bea42ea533c53400,0.289,0.99,7.0,-4.9319999999999995,0.0,0.133,1.58e-06,0.97,0.32799999999999996,0.0345,150.102,metal
607,607,1Mqt0rObagcjHIbios367n,https://p.scdn.co/mp3-preview/e6d36910373e64de7e7dd354bc5cd760e2d66e2b?cid=5753b92e6a084808bea42ea533c53400,0.355,0.863,9.0,-5.422999999999999,1.0,0.106,5.93e-05,0.759,0.16899999999999998,0.0398,125.085,metal
608,608,6cwz6OZC3WQ80Y4C96luxc,https://p.scdn.co/mp3-preview/567caa32cf73a8f88560e031ae55ab887be67535?cid=5753b92e6a084808bea42ea533c53400,0.187,0.99,5.0,-4.654,0.0,0.11699999999999999,3.53e-06,0.423,0.134,0.0558,134.966,metal
609,609,6VI0fsTK866vxvlLaGgkD2,https://p.scdn.co/mp3-preview/714926a8d6fa519eb357549d430568b00a0807a3?cid=5753b92e6a084808bea42ea533c53400,0.195,0.973,4.0,-8.007,1.0,0.105,3.46e-05,7.900000000000001e-05,0.397,0.0756,100.355,metal
610,610,0Bx6ypXYU7E5Bvj1UQ86yh,https://p.scdn.co/mp3-preview/1218c980fce58e1680e5d36690fac70065ed7c6b?cid=5753b92e6a084808bea42ea533c53400,0.0913,0.982,11.0,-5.874,0.0,0.332,4.74e-05,0.51,0.0621,0.0376,180.24900000000002,metal
611,611,36A1mSV22kPmcVkKaUUzog,https://p.scdn.co/mp3-preview/9e877b93ff2dccb6f22ca614bc4c68df22c59d84?cid=5753b92e6a084808bea42ea533c53400,0.22699999999999998,0.965,8.0,-6.337000000000001,0.0,0.096,0.0002,0.000556,0.384,0.135,120.029,metal
612,612,079RggQZIwX9Dwf7Ahuv4O,https://p.scdn.co/mp3-preview/8b82e05efc92f32e7061d606c7bd750ed89ba9a7?cid=5753b92e6a084808bea42ea533c53400,0.228,0.9540000000000001,7.0,-6.098,1.0,0.0801,2.48e-06,0.361,0.261,0.13,114.725,metal
613,613,0a4f0gFFx42JegbCuMvMmO,https://p.scdn.co/mp3-preview/d5838c50756dd6793c395b3cddc356947ac620e9?cid=5753b92e6a084808bea42ea533c53400,0.253,0.993,11.0,-8.439,0.0,0.102,3.13e-06,0.892,0.0614,0.038,160.079,metal
614,614,2WRwNwdf7sSEbFXXhjYbgg,https://p.scdn.co/mp3-preview/3fd724fe1c92d8d06a3b5203e3e2752ad5743bd5?cid=5753b92e6a084808bea42ea533c53400,0.33,0.983,7.0,-6.64,1.0,0.152,5.78e-06,0.0541,0.485,0.10400000000000001,139.942,metal
615,615,3Cncux8bkkotn9ysOrK9bt,https://p.scdn.co/mp3-preview/79e2e6db6e5ffe971fe0eca0d31c0a19d56a5ef0?cid=5753b92e6a084808bea42ea533c53400,0.408,0.9359999999999999,1.0,-4.276,1.0,0.0749,0.0,0.11699999999999999,0.248,0.195,108.82,metal
616,616,0tyVTitLuCD6lSeqGOS2rY,https://p.scdn.co/mp3-preview/7f244ebbcc854e04ac4f012c9092c9174f39da83?cid=5753b92e6a084808bea42ea533c53400,0.185,0.98,3.0,-3.594,1.0,0.13,4.6899999999999995e-05,0.0905,0.21100000000000002,0.0672,142.879,metal
617,617,6lZppYFfQWKeebuGAMr9Jw,https://p.scdn.co/mp3-preview/03aa354f3a30f13e616e476b359a881396d14726?cid=5753b92e6a084808bea42ea533c53400,0.172,0.981,9.0,-7.855,1.0,0.20199999999999999,3.5499999999999996e-05,0.862,0.1,0.0301,130.112,metal
618,618,2kKE8UJe9ot7S7AMsQYBx2,https://p.scdn.co/mp3-preview/0763b8d69f407034b59494ca13963c7d8cb423b7?cid=5753b92e6a084808bea42ea533c53400,0.5379999999999999,0.879,1.0,-7.13,1.0,0.0419,0.0007160000000000001,0.00042699999999999997,0.129,0.562,150.033,metal
619,619,0QUsXzURxoHJSjztmVpSjE,https://p.scdn.co/mp3-preview/23ece291e7e76eca1f9eb696e457af89a695eb88?cid=5753b92e6a084808bea42ea533c53400,0.425,0.9570000000000001,6.0,-4.704,0.0,0.0723,5.3e-06,0.8759999999999999,0.107,0.061,120.03399999999999,metal
620,620,4XYmx3iOsyu3YvnT5gxaOQ,https://p.scdn.co/mp3-preview/f8e4a319e1b429ccba3558ed60df9be579ecfcd3?cid=5753b92e6a084808bea42ea533c53400,0.4,0.799,0.0,-7.716,0.0,0.0658,4.52e-06,0.8340000000000001,0.254,0.248,109.995,metal
622,622,0o6tfi184srr4JSKpCqkj1,https://p.scdn.co/mp3-preview/9d778fe1d21546970c2f740f89fc7e7a00a8d4f4?cid=5753b92e6a084808bea42ea533c53400,0.20600000000000002,0.993,2.0,-7.2620000000000005,1.0,0.16,2.65e-06,0.7809999999999999,0.18100000000000002,0.0362,99.234,metal
623,623,72bQXY2ErFkkctbFIlhoJm,https://p.scdn.co/mp3-preview/cd63d9e19509945ec1b1a2f48cc9baf25ccd877a?cid=5753b92e6a084808bea42ea533c53400,0.358,0.8029999999999999,7.0,-4.24,0.0,0.0797,0.00047400000000000003,0.48200000000000004,0.19399999999999998,0.0406,122.04700000000001,metal
624,624,3l9LdcO38PsrDRB0drSVgd,https://p.scdn.co/mp3-preview/5d1f0591d1c500dc0a2c5b2d7e4b8f744eadee84?cid=5753b92e6a084808bea42ea533c53400,0.203,0.9279999999999999,9.0,-10.857999999999999,0.0,0.0866,2.24e-05,0.6990000000000001,0.307,0.195,119.634,metal
625,625,54HlHAstsrNh79FNGme31K,https://p.scdn.co/mp3-preview/90c6ddbbc506cd994b68ff81abc3776976ef6e82?cid=5753b92e6a084808bea42ea533c53400,0.23800000000000002,0.977,4.0,-8.289,1.0,0.0762,1.35e-06,0.9179999999999999,0.64,0.0374,95.055,metal
626,626,3oUO5GRN18cwMGn8s1S4Dz,https://p.scdn.co/mp3-preview/745099eee41a2fdb34be0413583f6cf564f07e63?cid=5753b92e6a084808bea42ea533c53400,0.213,0.91,2.0,-4.809,1.0,0.0595,1.11e-06,0.677,0.102,0.151,169.99400000000003,metal
627,627,3FDEKJMNnQZ8QEzqklVzs8,https://p.scdn.co/mp3-preview/368893836cb8f697b84ad7a9b340375125ce4bf3?cid=5753b92e6a084808bea42ea533c53400,0.16,0.956,7.0,-5.755,1.0,0.0698,9.92e-05,0.43799999999999994,0.31,0.142,107.637,metal
628,628,6dOUJwf0slxOlQy0PkIX0u,https://p.scdn.co/mp3-preview/70cf3b63867271e05340ea1d0112b57a3d0e4557?cid=5753b92e6a084808bea42ea533c53400,0.233,0.696,6.0,-7.761,1.0,0.0403,1.3500000000000001e-05,0.7829999999999999,0.665,0.17600000000000002,180.167,metal
629,629,77P8qJMxFkBHTty7vlrXcF,https://p.scdn.co/mp3-preview/d18cd16243d63fa83eefef591a4d7bb15cf9e821?cid=5753b92e6a084808bea42ea533c53400,0.27699999999999997,0.987,1.0,-6.14,0.0,0.381,6.54e-05,0.892,0.368,0.0313,149.999,metal
630,630,53qWOLkdPhDPNKaPkfPo80,https://p.scdn.co/mp3-preview/731145e61ae18c08ae27d080d5e62c808623b50d?cid=5753b92e6a084808bea42ea533c53400,0.179,0.99,2.0,-3.36,1.0,0.0917,0.000131,0.75,0.368,0.0808,138.004,metal
631,631,7CZ9BseCpbbCvahXeXqIVF,https://p.scdn.co/mp3-preview/c1f942d5bd315466115fd95e4da0ad905a46b535?cid=5753b92e6a084808bea42ea533c53400,0.342,0.982,4.0,-7.656000000000001,1.0,0.0795,4.65e-06,1.94e-06,0.292,0.0444,84.988,metal
632,632,5EohWWfDvG2g1Fc8DpOyXz,https://p.scdn.co/mp3-preview/51db71f23aa75185702bd6cd6389ad63d4c160a1?cid=5753b92e6a084808bea42ea533c53400,0.31,0.873,0.0,-8.838,1.0,0.0498,9.35e-06,0.0,0.305,0.327,161.039,metal
633,633,3WmMqPB2VEK1TuwfbvyC8x,https://p.scdn.co/mp3-preview/50ec02db3f3129840df8a06477b0dca16321d463?cid=5753b92e6a084808bea42ea533c53400,0.33399999999999996,0.777,1.0,-7.042000000000001,0.0,0.0697,0.000154,0.00182,0.135,0.115,104.936,metal
634,634,6UQ7hYMguRdp1fYxuIeGyd,https://p.scdn.co/mp3-preview/a7a769f15693977ad4d34266adf0757865d1e209?cid=5753b92e6a084808bea42ea533c53400,0.19399999999999998,0.8290000000000001,2.0,-7.416,0.0,0.0606,8.63e-06,0.7290000000000001,0.10800000000000001,0.131,170.165,metal
635,635,2ESMrl2VvoTG86Jq86eIVq,https://p.scdn.co/mp3-preview/2e3c5fd060e7657eee1bb926b2d69defcd654716?cid=5753b92e6a084808bea42ea533c53400,0.13,0.945,4.0,-11.263,0.0,0.0732,1.04e-05,0.5479999999999999,0.0988,0.149,199.88400000000001,metal
636,636,1fhG9nAjt2ifpDDJO36x65,https://p.scdn.co/mp3-preview/3a90e35acdea72913cf3cfe9f352df21d0603b7d?cid=5753b92e6a084808bea42ea533c53400,0.172,0.972,7.0,-3.638,1.0,0.0844,7.94e-06,0.825,0.258,0.109,177.14700000000002,metal
637,637,0QBOZP4AUJ2e6Fqqywf97A,https://p.scdn.co/mp3-preview/4f9ce8fc64bbf493836148e7a85cc637469f3876?cid=5753b92e6a084808bea42ea533c53400,0.156,0.9009999999999999,6.0,-8.03,1.0,0.0562,1.99e-05,0.8059999999999999,0.035,0.171,145.627,metal
638,638,44BNyVL3bgEMxwpn0cQ3Yo,https://p.scdn.co/mp3-preview/a9b069218647e9a21ff04f45009b0877b82c7947?cid=5753b92e6a084808bea42ea533c53400,0.14,0.937,9.0,-7.5520000000000005,1.0,0.121,1.39e-05,0.307,0.259,0.0397,159.715,metal
639,639,5vDiLrjqKkN5IBjavwhuYC,https://p.scdn.co/mp3-preview/5cec794f80bd55b3c84a68834b7318fa2814a5a6?cid=5753b92e6a084808bea42ea533c53400,0.305,0.48,6.0,-14.92,0.0,0.0338,0.0016300000000000002,0.0514,0.109,0.0939,110.689,metal
640,640,3tiuMStoPV8acvrygTO0dm,https://p.scdn.co/mp3-preview/ec38ba1bd571c516894fcbf14463069d5467537d?cid=5753b92e6a084808bea42ea533c53400,0.434,0.754,6.0,-6.169,1.0,0.0456,0.00043,0.7340000000000001,0.10800000000000001,0.14800000000000002,121.029,metal
642,642,18knK76h9Tb8oNL5p2Yg7o,https://p.scdn.co/mp3-preview/6166258d8167f3d1051a3c1da2802d70840380c4?cid=5753b92e6a084808bea42ea533c53400,0.45799999999999996,0.9079999999999999,0.0,-8.728,0.0,0.0589,0.006520000000000001,0.141,0.068,0.0398,120.01299999999999,metal
643,643,4ODUV4x1NdQzdErvjcp1i8,https://p.scdn.co/mp3-preview/e8b3fee5576eec983c682ad675f677830d34366d?cid=5753b92e6a084808bea42ea533c53400,0.429,0.988,11.0,-5.681,0.0,0.134,0.00026000000000000003,0.915,0.107,0.0361,120.02799999999999,metal
644,644,2NnlHjOvj8vYsMjXetxp6A,https://p.scdn.co/mp3-preview/b0f5ee31530c825f9391e5ade10a794e9852199f?cid=5753b92e6a084808bea42ea533c53400,0.0757,0.8740000000000001,7.0,-6.817,0.0,0.109,1.46e-06,0.731,0.257,0.0945,180.269,metal
645,645,1YFuaNVQY8e4louVDWUC49,https://p.scdn.co/mp3-preview/6be3de49b2b9a900f332c2269cee5788bec8821c?cid=5753b92e6a084808bea42ea533c53400,0.17600000000000002,0.9209999999999999,7.0,-8.338,1.0,0.0728,1.2e-06,0.912,0.221,0.037000000000000005,170.06900000000002,metal
646,646,5JFeGUjz7fj4cneZ5a17WX,https://p.scdn.co/mp3-preview/2a085db301ca42d9c779a4877c9508f6573d03ff?cid=5753b92e6a084808bea42ea533c53400,0.14400000000000002,0.99,7.0,-5.723,1.0,0.0714,7.4e-05,0.9059999999999999,0.26,0.0324,142.798,metal
647,647,0OZAmQY3tEHO1AE5QlAZSc,https://p.scdn.co/mp3-preview/05155e45251fb3351d1755ea46f992c68a626f66?cid=5753b92e6a084808bea42ea533c53400,0.156,0.8859999999999999,0.0,-8.091000000000001,1.0,0.0598,3.67e-06,0.789,0.28300000000000003,0.122,106.934,metal
648,648,16Pxep5FcmK6YTm3gOPo3n,https://p.scdn.co/mp3-preview/d1ea37bd7549a505411c3eafad80e44d114406f8?cid=5753b92e6a084808bea42ea533c53400,0.345,0.965,7.0,-5.7010000000000005,1.0,0.0701,1.74e-05,0.9009999999999999,0.15,0.1,136.953,metal
649,649,1attO6yPFASLXCCuQOzJ3q,https://p.scdn.co/mp3-preview/1d3be0a6fd3fd6d7c87a97482829ff01c410152d?cid=5753b92e6a084808bea42ea533c53400,0.23399999999999999,0.946,1.0,-5.437,1.0,0.0722,9.449999999999999e-05,0.8370000000000001,0.0925,0.0622,128.03799999999998,metal
650,650,49wFN4puLqNIzd2ZHnn2n7,https://p.scdn.co/mp3-preview/0779118a0cd83de75854166ca8987110bf5531f0?cid=5753b92e6a084808bea42ea533c53400,0.255,0.983,4.0,-4.896,1.0,0.128,9.5e-06,0.645,0.162,0.215,119.999,metal
651,651,08KTYPIZ0IAlZ9XgFVpxMl,https://p.scdn.co/mp3-preview/973e011d150fa4a8623ad2920eade36b27642653?cid=5753b92e6a084808bea42ea533c53400,0.158,0.611,4.0,-8.372,0.0,0.0556,0.00309,0.82,0.106,0.247,84.206,metal
652,652,06ovgCzZHCy5rciu7tg2Qg,https://p.scdn.co/mp3-preview/c1e80b81ac446d3eee48414b5654d7faa3381997?cid=5753b92e6a084808bea42ea533c53400,0.301,0.996,10.0,-5.277,0.0,0.10099999999999999,8.11e-06,0.38299999999999995,0.0588,0.142,167.886,metal
653,653,7iPcZUykC1p5tEsK2zAvSM,https://p.scdn.co/mp3-preview/4fad925674a5c4f39ac37a42253e3dc7c32db577?cid=5753b92e6a084808bea42ea533c53400,0.192,0.975,2.0,-8.121,1.0,0.0898,8.19e-06,0.507,0.0858,0.0704,199.90900000000002,metal
654,654,7yrb0kqxm6OrUeVYUdk3Ys,https://p.scdn.co/mp3-preview/181f4d17e3bf153c10a20a8f3aad3a3b2bbd2fe0?cid=5753b92e6a084808bea42ea533c53400,0.444,0.9990000000000001,4.0,-2.7110000000000003,1.0,0.195,0.132,9.34e-06,0.366,0.0311,109.95,metal
655,655,2bukOf41kImQrnCn3Px2V6,https://p.scdn.co/mp3-preview/11f774fa84ae22e54c742764e6e937d362e65f04?cid=5753b92e6a084808bea42ea533c53400,0.20199999999999999,0.8420000000000001,7.0,-7.736000000000001,1.0,0.0876,0.000893,0.25,0.191,0.24100000000000002,179.854,metal
656,656,4Ef0ZQN69XLx3epFBkyA2Z,https://p.scdn.co/mp3-preview/711b4b5c8d9f436f2f031ef199df310fc732f235?cid=5753b92e6a084808bea42ea533c53400,0.0816,0.9129999999999999,1.0,-4.718999999999999,1.0,0.0828,1.71e-06,0.0613,0.342,0.1,180.05700000000002,metal
657,657,6b45vDyAWsgSAcqkixnIBK,https://p.scdn.co/mp3-preview/d7c1fb64713472113f2109b913b5cc86ab823934?cid=5753b92e6a084808bea42ea533c53400,0.275,0.995,6.0,-4.874,0.0,0.20199999999999999,0.000429,0.00123,0.0764,0.0888,122.20200000000001,metal
658,658,0Kd7U2d2SyyOKN2UqjZ84h,https://p.scdn.co/mp3-preview/95aa307b59d2d8d897505e844aaa72ceed276969?cid=5753b92e6a084808bea42ea533c53400,0.0879,0.925,7.0,-6.906000000000001,0.0,0.13,1.16e-06,0.0044,0.8009999999999999,0.11699999999999999,164.88099999999997,metal
659,659,0y09cfSDaDvYujTJ5cALBB,https://p.scdn.co/mp3-preview/2b8dfb23e089fabedc89b7fcd5c73739daaed3cd?cid=5753b92e6a084808bea42ea533c53400,0.428,0.861,2.0,-7.562,1.0,0.0553,0.000164,0.5479999999999999,0.0813,0.129,99.994,metal
661,661,73pQ7aaLokcQMFAUtSiKc0,https://p.scdn.co/mp3-preview/c2d5c342d1c04c0e601bf794457ffbe52fd71c28?cid=5753b92e6a084808bea42ea533c53400,0.264,0.945,2.0,-4.413,1.0,0.15,1.6e-05,0.41,0.0642,0.0389,104.91,metal
662,662,0cqfjL8oInkAO8tKyLiRrq,https://p.scdn.co/mp3-preview/1a792e1ff367bde928ed9ab12bafd72ed0b239b0?cid=5753b92e6a084808bea42ea533c53400,0.113,0.857,5.0,-5.709,0.0,0.0857,2.3e-06,0.941,0.371,0.0485,151.95600000000002,metal
663,663,727KIh1G73RbpRA1boUlkT,https://p.scdn.co/mp3-preview/8a494880af2cebfafd2f085cc5e9367d65caa3ba?cid=5753b92e6a084808bea42ea533c53400,0.228,0.934,8.0,-8.134,1.0,0.0961,3.570000000000001e-05,0.136,0.26,0.0392,120.069,metal
664,664,2PIZTacNaO9WhVCoO7inQm,https://p.scdn.co/mp3-preview/7c7564d97f2e2280ea44cde2cb17f61c82cfd77d?cid=5753b92e6a084808bea42ea533c53400,0.28800000000000003,0.973,7.0,-3.8789999999999996,0.0,0.0949,1.13e-05,0.016,0.163,0.0391,137.952,metal
665,665,4VVXYF78bWHfKd9RkWMwKl,https://p.scdn.co/mp3-preview/b36a6ee0a36b86d592422bfba94abf46e3db3f7c?cid=5753b92e6a084808bea42ea533c53400,0.11900000000000001,0.86,6.0,-7.327999999999999,0.0,0.0594,7.53e-06,0.185,0.0812,0.11599999999999999,160.02700000000002,metal
667,667,1gzyBKG1xkYHICQL9YVk6l,https://p.scdn.co/mp3-preview/52febaa0aba196939dee64ea1490ec0f95fb2865?cid=5753b92e6a084808bea42ea533c53400,0.48100000000000004,0.904,8.0,-6.256,1.0,0.0406,0.00011100000000000001,0.889,0.0867,0.41600000000000004,105.936,metal
668,668,4S0zh7aEZJbaPJrr6n2zBM,https://p.scdn.co/mp3-preview/67a5b551df5d25dcf49a59c267ae49c7e944151b?cid=5753b92e6a084808bea42ea533c53400,0.38799999999999996,0.977,11.0,-3.755,0.0,0.107,2.5e-06,0.9309999999999999,0.38,0.316,150.047,metal
